,Import Type,Season Stakes*,Total Stakes*,No. of 1-2-3-Starts*,No. of starts in past 10race meetings,Current Stable Location(Arrival Date),Import Date,Trainer,Owner,Current Rating,Start ofSeason Rating,Sire,Dam,Dam's Sire,Same Sire,name,Country of Origin,Age,Colour,Sex,PP Pre-import races footage
420,PPG,$0,$0,0-0-0-0,0,Hong Kong(09/11/2023),09/11/2023,K H Ting,Stephen Chan Pui Yan,52,52,Turn Me Loose,Blumarju,Marju,DASH AVENUE FANCY STAR FRUITY WARRIOR KARMA PERFECT MARSHAL SILVER KING SMILING COLLECTOR WINNING TURN WOODFIRE CHAMP,2023_J240,NZ,3,Bay,Gelding,
421,PPG,"$1,347,600","$3,003,075",3-1-2-18,0,Hong Kong(02/04/2024),09/08/2021,J Richards,Lee Ching Yiu,63,53,Per Incanto,Siciliani,Darci Brahma,J409 J421 A AMERIC TE SPECSO AEROINVINCIBLE BABY CRYSTAL BRAVO WARRIOR CAMP FIRE CAN'T GO WONG CIRCUIT VICTORY COLOURFUL PRINCE DUKE WAI FLYING DRAGON GOLDEN LINK GOLDEN LUCK GRAND BOSS HEALTHY HEALTHY I GIVE LITTLE BROSE LUCKY FIONN RAGING BLIZZARD RATTAN KINGDOM RATTAN WORLD ROARING BEBE SEIZING THE MOMENT SIXTH GENERATION THE PRIME UNISON WOOD ON FIRE,2021_G119,NZ,5,Chestnut,Gelding,
422,PPG,$0,$0,0-0-0-9,0,Hong Kong(09/08/2022),09/08/2022,K L Man,Edward Chan Kwok Man,33,44,Charm Spirit,Josephines Fortune,Encosta de Lago,AWESOME TREASURE CAMINO CHARMING STEED CHEVAL VALIANT DOUBLE BINGO FUN N FUN TOGETHER GLORY CLOUD GO GO GO HONG KONG HALL KA YING VICTORY LADY'S CHOICE LO PAN SPIRIT MASTER OF ALL MILLENNIUM FALCON SILVER SPURS SOARING TOWER TACTICAL COMMAND TRIPLE BLISS,2022_H101,NZ,4,Bay,Gelding,
423,PPG,"$933,000","$2,164,200",3-0-1-14,1,Hong Kong(04/04/2024),12/07/2022,F C Lor,Jackie Wong See Sum,60,63,Manhattan Rain,Testa The Water,Testa Rossa,MULTIWIN PACKING TREADMILL,2022_H056,AUS,5,Brown,Gelding,
424,PPG,"$1,839,000","$4,007,300",4-3-5-28,1,Conghua(11/03/2024),18/10/2021,D J Whyte,Calvin Lee Ka Wo,63,51,Dawn Approach,Cross Stitched,Cape Cross,CELTIC TIMES DAWN SESSION JOY FOR YOU,2021_G244,AUS,5,Bay,Gelding,
425,PPG,$0,$0,0-0-0-0,0,Conghua(28/02/2024),08/01/2024,K W Lui,Wong Man Ching,52,52,Duporth,Jevilla,Reward For Effort,BRAVE DREAMS,2023_J311,AUS,3,Bay,Gelding,
426,PP,$0,$0,0-0-0-0,0,Conghua(31/01/2024),19/12/2023,C S Shum,Yue Yun Hing,68,68,Courtier,Zealous Vixen,Inexplicable,Nil,2023_J266,BRZ,3,Chestnut,Rig,
427,PPG,"$1,697,490","$5,474,215",4-6-3-30,1,Conghua(29/03/2024),07/09/2020,D J Whyte,Augustine Wong Ho Ming,68,59,Brazen Beau,Ms Mazetti,Lonhro,CAMPIONE FORTUNE MASTER FUN ELITE GOLDEN LONG KA YING POWER WINNING GOLD,2020_E175,AUS,6,Bay,Gelding,
428,PPG,$0,$0,0-0-0-2,0,Conghua(22/03/2024),05/06/2023,A S Cruz,"Hong Yiu, Lynn Fu Lam Wu, Yan Hao & Wang Kejia",50,52,No Nay Never,Planet's Princess,Not A Single Doubt,J416 CALL ME GLORIOUS LUCY IN THE SKY MASSIVE SOVEREIGN MASTER STROKE ONE FOR ALL ROMANTIC HERO RUN RAN RUN SKY SONG SPIRITED EXPRESS,2023_J002,AUS,3,Bay,Gelding,
429,PPG,"$2,268,000","$2,883,600",3-1-1-11,1,Conghua(29/03/2024),11/10/2022,J Richards,Millions In One Syndicate,70,55,Sweynesse,Light Mozart,Mozart,HEARTY WISH ISLAND SURPRISE LUCKY SWEYNESSE LUCKY TOUCH PERFECTO MOMENTS SOLID IMPACT SPEEDSTAR SUPER HORNET,2022_H208,NZ,4,Bay,Gelding,
430,PPG,"$3,144,400","$9,986,575",7-5-5-38,3,Conghua(03/04/2024),27/07/2020,D A Hayes,"Cheung Ming Man, Cheung Ying Ho, Joseph Lee Chung Tak & Antonny Cheng King Chiu",84,75,Magnus,Fly To Win,Danewin,ALL FOR ST PAUL'S EIGHT TRIGRAMS HAPPY AGAIN SIGHT SUCCESS,2020_E061,AUS,7,Bay,Gelding,
431,PPG,"$1,098,125","$4,958,535",4-8-5-56,3,Hong Kong(16/09/2022),29/07/2019,Y S Tsui,Chan Chi Sun,36,36,Eavesdropper,Red Dawn,Western Red,Nil,2019_D075,AUS,8,Bay,Gelding,
432,PP,"$11,753,225","$15,027,100",6-3-1-19,2,Hong Kong(02/04/2024),25/06/2022,F C Lor,Excellent Ride Syndicate,107,73,Dragon Pulse,Ruby Girl,Fast Company,Nil,2021_G446,IRE,5,Bay,Gelding,
433,PPG,"$819,000","$2,206,800",2-1-4-21,2,Conghua(29/03/2024),18/10/2021,C S Shum,Tseng Jor Hai,55,53,Shooting To Win,Raitza,Reset,CHARMANDER DARING PURSUIT DRAGON FOUR SEAS FIREFOOT LESLIE LIFELINE EXPRESS MEGA BONUS MIDORI GLORY TOP SCORER,2021_G249,AUS,5,Bay,Gelding,
